1,金地中心B座25层,25,F25,2
2,金地中心B座31层,31,F31,2
3,石景山万达广场F1,1,F1,3
4,石景山万达广场F2,2,F2,3
5,石景山万达广场F3,3,F3,3
6,石景山万达广场B1,-1,B1,3
7,石景山万达广场B2,-2,B2,3
8,丰联广场B3,-3,B3,4
9,丰联广场B2,-2,B2,4
10,丰联广场B1,-1,B1,4
11,丰联广场F1,1,F1,4
12,丰联广场F2,2,F2,4
13,丰联广场F3,3,F3,4
14,丰联广场F4,4,F4,4
15,爱琴海购物公园F1,1,F1,5
16,爱琴海购物公园F2,2,F2,5
17,爱琴海购物公园F3,3,F3,5
18,爱琴海购物公园F4,4,F4,5
19,爱琴海购物公园F5,5,F5,5
20,爱琴海购物公园F6,6,F6,5
